0.5,0.47754,-2.1747
1.5,0.43852,-2.0802
2.5,0.3257,-1.5817
3.5,0.25167,-1.5321
4.5,0.19218,-1.555
5.5,0.44842,-2.3743
6.5,0.47995,-2.2732
7.5,0.5795,-2.2609
8.5,0.36425,-2.1646
9.5,0.50077,-2.2169
10.5,0.47941,-2.146
11.5,0.5426,-2.1343
12.5,0.6147,-2.2221
13.5,0.59242,-2.191
14.5,0.59296,-2.0415
15.5,0.65832,-1.9307
16.5,0.58582,-1.8328
17.5,0.62202,-1.9825
18.5,0.66389,-2.1028
19.5,0.55954,-1.6794
20.5,0.42478,-1.8789
21.5,0.40245,-2.1374
22.5,0.39457,-1.9936
23.5,0.44355,-2.0172
24.5,0.43151,-1.7573
25.5,0.44064,-1.6998
26.5,0.51391,-1.6309
27.5,0.46471,-1.6303
28.5,0.4118,-1.5067
29.5,0.54607,-1.5201
30.5,0.54215,-1.4945
31.5,0.54389,-1.379
32.5,0.51052,-1.3935
33.5,0.59446,-1.3635
34.5,0.52824,-1.1491
35.5,0.49745,-0.92097
36.5,0.72064,-1.0346
37.5,0.93335,-1.1022
38.5,0.93754,-1.0552
39.5,0.88224,-1.0563
40.5,0.79192,-1.0973
41.5,0.703,-1.1049
42.5,0.64664,-1.1476
43.5,0.6327,-1.0628
44.5,0.57666,-1.0983
45.5,0.57453,-1.4753
46.5,0.52933,-1.3645
47.5,0.53931,-1.0896
48.5,0.62322,-1.2201
49.5,0.53378,-1.3179
50.5,0.58991,-1.3928
51.5,0.61897,-1.5321
52.5,0.63173,-1.5491
53.5,0.59064,-1.5141
54.5,0.59966,-1.2456
55.5,0.62058,-1.3009
56.5,0.55578,-1.3313
57.5,0.57948,-1.4066
58.5,0.63435,-1.5131
59.5,0.63589,-1.6883
60.5,0.57849,-1.8378
61.5,0.59241,-1.9513
62.5,0.55348,-1.9514
63.5,0.49874,-1.9747
64.5,0.50098,-1.8694
65.5,0.54887,-1.8717
66.5,0.24288,-1.3132
67.5,0.23288,-1.7923
68.5,0.26587,-1.9682
69.5,0.22487,-1.7592
70.5,0.36532,-1.4851
71.5,0.4145,-1.5218
72.5,0.50549,-1.8474
73.5,0.63178,-1.9165
74.5,0.62001,-2.0076
75.5,0.68501,-2.125
76.5,0.68744,-2.1036
77.5,0.64974,-2.0405
78.5,0.60145,-2.0988
79.5,0.57714,-2.1081
80.5,0.5735,-1.958
81.5,0.4598,-2.1233
82.5,0.43361,-2.6986
83.5,0.42205,-2.8491
84.5,0.32533,-2.8888
85.5,0.38257,-2.9501
86.5,0.42476,-2.6507
87.5,0.54861,-2.4966
88.5,0.56098,-2.8686
89.5,0.43251,-2.7744
90.5,0.62601,-2.3249
91.5,0.58302,-2.2662
92.5,0.57534,-2.2449
93.5,0.83012,-2.2335
94.5,0.84237,-2.2927
95.5,0.67427,-2.2
96.5,0.65406,-2.0562
97.5,0.69687,-1.9687
98.5,0.75918,-2.1927
99.5,0.87056,-2.0171
100.5,0.74301,-2.0109
101.5,0.60101,-1.9797
102.5,0.7517,-2.2871
103.5,0.59599,-2.3105
104.5,0.46734,-2.2881
105.5,0.46168,-2.007
106.5,0.40836,-1.7739
107.5,0.46962,-1.8422
108.5,0.5171,-1.9326
109.5,0.32743,-2.0602
110.5,0.18409,-1.7067
111.5,0.10789,-1.0936
112.5,0.36412,-0.859
113.5,0.69262,-0.9984
114.5,0.55524,-1.4049
115.5,0.65919,-1.3305
116.5,0.85477,-1.4648
117.5,0.79986,-1.3789
118.5,0.79537,-1.544
119.5,1.0221,-1.3768
120.5,1.0884,-1.3971
121.5,1.0008,-1.4103
122.5,0.88471,-1.4593
123.5,0.86313,-1.4832
124.5,0.6822,-1.6717
125.5,0.58105,-1.5955
126.5,0.69986,-1.4779
127.5,0.72729,-1.5706
128.5,0.68267,-1.6478
129.5,0.61194,-1.7399
130.5,0.62758,-1.7522
131.5,0.64776,-1.8367
132.5,0.74057,-1.6252
133.5,0.72651,-1.6559
134.5,0.68643,-1.6295
135.5,0.60109,-1.582
136.5,0.69418,-1.7183
137.5,0.72128,-1.6997
138.5,0.76876,-1.6841
139.5,0.75924,-1.6558
140.5,0.76903,-1.5516
141.5,0.7722,-1.4241
142.5,0.69492,-1.3706
